Id,SalePrice
1461,127580.51
1462,161152.86
1463,176732.7
1464,182592.73
1465,197979.03
1466,175489.45
1467,169205.52
1468,159853.2
1469,181848.92
1470,129709.92
1471,198132.22
1472,91719.9
1473,94057.75
1474,149025.73
1475,144676.77
1476,396331.25
1477,255377.92
1478,309261.12
1479,280533.9
1480,491748.66
1481,316082.4
1482,213604.16
1483,173162.83
1484,169430.23
1485,175773.92
1486,189510.14
1487,356507.03
1488,244483.39
1489,201486.03
1490,215275.42
1491,186579.53
1492,96891.484
1493,181654.45
1494,301085.34
1495,299263.3
1496,231725.5
1497,181538.84
1498,162596.2
1499,164211.83
1500,149360.0
1501,161196.47
1502,161322.14
1503,293693.16
1504,229198.53
1505,214058.03
1506,194772.02
1507,234934.53
1508,196535.33
1509,172738.36
1510,147140.38
1511,148031.0
1512,176101.2
1513,148566.92
1514,179734.73
1515,207634.45
1516,168183.45
1517,149275.05
1518,149258.5
1519,224645.83
1520,135996.03
1521,140874.48
1522,163508.02
1523,112830.71
1524,125135.88
1525,126782.35
1526,130954.086
1527,105197.99
1528,140860.52
1529,143298.08
1530,176694.08
1531,106427.234
1532,104954.74
1533,133085.31
1534,122665.4
1535,147798.1
1536,111659.945
1537,69846.1
1538,186574.52
1539,209396.58
1540,84449.125
1541,149978.2
1542,132487.95
1543,227427.86
1544,81259.055
1545,119184.04
1546,121928.14
1547,129848.79
1548,140141.47
1549,118128.68
1550,130983.66
1551,119527.8
1552,115237.31
1553,143313.6
1554,110046.914
1555,171652.56
1556,89709.54
1557,115007.484
1558,97628.05
1559,82713.63
1560,138323.4
1561,126665.06
1562,129277.16
1563,119432.3
1564,163143.0
1565,144341.16
1566,226807.7
1567,71940.85
1568,216115.89
1569,131508.61
1570,122630.48
1571,120163.195
1572,151606.7
1573,253709.92
1574,108583.04
1575,216759.98
1576,211190.5
1577,195181.17
1578,146403.45
1579,150976.0
1580,197914.3
1581,153404.55
1582,129730.516
1583,324202.44
1584,231930.53
1585,142717.66
1586,83410.54
1587,99752.74
1588,146245.08
1589,98016.1
1590,129018.35
1591,98523.516
1592,116647.94
1593,125984.82
1594,131666.52
1595,103104.94
1596,234067.38
1597,195999.38
1598,212886.28
1599,193816.81
1600,187931.44
1601,84496.69
1602,105601.39
1603,87393.125
1604,281818.38
1605,245202.62
1606,156624.78
1607,191228.62
1608,224272.69
1609,197486.05
1610,160451.72
1611,141355.97
1612,171254.94
1613,155595.02
1614,119396.1
1615,80339.266
1616,65893.16
1617,97370.62
1618,126031.66
1619,135439.48
1620,172355.02
1621,132695.47
1622,137581.0
1623,282393.5
1624,203330.58
1625,136875.34
1626,164456.28
1627,182278.06
1628,278749.75
1629,186312.1
1630,387127.03
1631,229430.4
1632,242246.95
1633,169180.67
1634,180646.67
1635,182563.84
1636,150215.39
1637,173993.53
1638,216529.17
1639,190226.98
1640,265328.12
1641,182365.64
1642,214063.12
1643,223470.56
1644,220577.89
1645,193091.16
1646,150548.12
1647,165082.42
1648,135380.3
1649,134240.16
1650,119310.086
1651,127349.17
1652,95628.44
1653,99311.54
1654,151695.66
1655,160985.05
1656,143769.14
1657,146282.8
1658,141356.66
1659,151326.12
1660,151565.1
1661,472228.8
1662,460888.62
1663,405962.94
1664,522608.9
1665,321425.34
1666,327786.97
1667,375042.12
1668,335863.22
1669,307907.66
1670,351336.4
1671,246591.2
1672,481722.56
1673,300145.34
1674,245067.38
1675,177070.14
1676,178975.7
1677,209742.14
1678,469158.44
1679,382877.84
1680,335669.66
1681,283632.38
1682,299357.28
1683,175119.0
1684,176052.56
1685,174552.64
1686,168630.56
1687,164757.08
1688,184047.7
1689,184481.77
1690,184849.1
1691,174824.27
1692,277596.47
1693,171748.19
1694,183001.23
1695,166396.64
1696,272011.47
1697,169472.86
1698,388337.72
1699,315431.0
1700,243315.48
1701,261154.48
1702,272993.62
1703,263197.2
1704,301780.75
1705,247870.94
1706,480203.78
1707,220208.0
1708,207147.03
1709,294310.4
1710,230928.06
1711,261742.2
1712,258098.06
1713,272550.44
1714,211007.5
1715,197413.28
1716,201297.83
1717,180026.4
1718,134801.58
1719,194057.97
1720,247341.88
1721,173755.64
1722,132172.17
1723,151999.58
1724,218122.11
1725,236826.92
1726,179133.08
1727,154266.53
1728,188799.5
1729,165616.1
1730,165927.14
1731,117500.414
1732,129540.414
1733,121260.0
1734,125689.65
1735,137287.95
1736,118103.26
1737,369773.56
1738,206354.19
1739,319582.16
1740,221227.94
1741,190429.05
1742,161196.47
1743,168385.03
1744,297878.38
1745,216565.33
1746,241183.53
1747,216598.39
1748,214333.3
1749,148174.5
1750,137203.92
1751,241069.47
1752,125984.48
1753,151333.17
1754,218451.98
1755,164600.38
1756,125183.56
1757,123435.875
1758,150169.92
1759,160706.4
1760,165059.33
1761,142400.14
1762,176880.61
1763,172935.58
1764,119322.88
1765,178109.75
1766,178758.31
1767,209586.52
1768,144671.9
1769,176657.1
1770,143086.48
1771,136854.95
1772,133966.9
1773,129493.6
1774,139003.69
1775,137551.62
1776,128271.73
1777,113598.21
1778,138218.1
1779,115779.46
1780,181533.1
1781,137771.06
1782,100369.305
1783,129714.125
1784,96664.03
1785,123216.18
1786,159845.02
1787,158389.92
1788,57885.387
1789,108693.695
1790,88365.59
1791,202317.36
1792,155449.78
1793,130300.13
1794,144654.81
1795,137241.33
1796,130162.586
1797,128490.195
1798,128118.414
1799,112536.58
1800,124958.74
1801,128927.375
1802,156754.48
1803,156923.2
1804,140489.0
1805,137696.2
1806,112552.21
1807,136294.55
1808,125487.875
1809,117196.984
1810,133995.0
1811,91909.195
1812,99590.055
1813,119340.195
1814,104867.89
1815,59036.613
1816,94758.26
1817,98906.766
1818,141639.6
1819,114030.15
1820,47486.8
1821,117784.8
1822,153290.27
1823,39901.688
1824,137174.44
1825,118853.625
1826,108782.16
1827,115580.805
1828,127137.79
1829,130880.18
1830,145708.69
1831,174671.72
1832,100188.97
1833,147951.44
1834,122644.69
1835,146156.45
1836,127580.91
1837,95323.484
1838,130728.33
1839,84212.35
1840,144576.47
1841,137784.38
1842,74784.95
1843,140193.88
1844,130925.81
1845,129850.23
1846,158229.23
1847,154358.06
1848,59042.176
1849,131476.17
1850,125571.805
1851,152287.92
1852,126865.305
1853,129742.72
1854,179452.27
1855,136913.92
1856,219654.88
1857,177140.47
1858,139797.81
1859,130312.3
1860,136959.05
1861,130312.3
1862,333597.66
1863,333597.66
1864,333597.66
1865,308062.62
1866,318865.34
1867,256430.16
1868,312826.78
1869,196066.0
1870,258872.25
1871,250810.42
1872,166423.89
1873,219609.06
1874,147738.67
1875,216635.86
1876,196443.38
1877,219956.25
1878,204922.53
1879,138008.77
1880,139640.2
1881,226490.16
1882,254171.86
1883,194887.14
1884,208514.58
1885,272728.53
1886,308753.9
1887,201718.16
1888,302354.6
1889,166453.02
1890,134715.06
1891,141836.58
1892,110764.984
1893,139325.27
1894,135785.48
1895,144482.28
1896,127512.51
1897,116890.37
1898,105416.375
1899,148572.86
1900,152298.94
1901,170160.0
1902,144826.58
1903,226031.62
1904,137776.39
1905,195211.72
1906,174952.97
1907,207986.77
1908,109528.52
1909,141636.5
1910,130373.91
1911,219579.34
1912,303940.97
1913,135649.31
1914,59420.82
1915,301817.97
1916,71236.8
1917,271034.0
1918,135430.61
