Id,SalePrice
1461,129140.66
1462,154608.11
1463,182459.0
1464,190337.75
1465,192089.56
1466,174762.34
1467,178483.3
1468,167246.77
1469,181391.78
1470,115141.38
1471,195228.64
1472,96046.02
1473,98018.94
1474,155688.73
1475,138776.28
1476,371224.3
1477,258451.94
1478,317230.72
1479,249384.1
1480,496627.0
1481,306323.38
1482,208116.61
1483,171519.84
1484,174897.31
1485,173843.1
1486,196679.48
1487,337987.2
1488,245564.88
1489,209118.83
1490,207628.14
1491,181678.4
1492,90813.875
1493,181060.14
1494,277294.16
1495,280676.28
1496,221362.27
1497,182574.34
1498,166138.39
1499,162537.2
1500,146319.98
1501,177466.25
1502,170107.9
1503,305792.66
1504,234036.12
1505,227882.72
1506,192337.0
1507,235134.66
1508,201064.89
1509,171869.42
1510,148167.9
1511,152704.6
1512,173032.42
1513,160822.81
1514,190150.08
1515,204724.92
1516,166374.9
1517,155853.73
1518,129806.484
1519,234857.81
1520,136065.97
1521,144793.03
1522,166112.95
1523,110985.33
1524,126673.71
1525,127230.43
1526,133510.92
1527,100190.586
1528,131886.31
1529,146204.52
1530,171082.92
1531,111579.734
1532,107779.35
1533,137115.8
1534,121753.43
1535,166770.2
1536,116154.32
1537,70732.95
1538,186469.23
1539,194751.78
1540,92995.22
1541,154744.95
1542,150381.94
1543,248714.33
1544,80362.92
1545,115755.9
1546,123595.336
1547,139124.14
1548,139025.53
1549,119861.03
1550,139293.64
1551,110298.72
1552,120631.195
1553,130624.23
1554,115480.875
1555,189807.16
1556,83549.484
1557,119939.73
1558,87676.45
1559,90674.555
1560,130596.06
1561,145742.97
1562,121215.37
1563,115966.625
1564,157342.95
1565,141920.08
1566,242050.12
1567,68508.555
1568,227231.78
1569,139528.77
1570,127252.26
1571,144361.92
1572,150455.08
1573,253712.97
1574,82276.33
1575,203199.66
1576,217251.84
1577,203931.06
1578,154031.66
1579,149605.4
1580,192635.97
1581,148578.64
1582,127392.59
1583,306707.62
1584,232269.62
1585,142033.33
1586,67600.28
1587,105923.95
1588,149947.31
1589,90868.79
1590,131847.56
1591,101582.484
1592,120715.91
1593,120334.9
1594,140269.3
1595,96937.52
1596,236612.75
1597,193986.17
1598,204642.08
1599,182477.88
1600,167095.47
1601,72544.04
1602,113938.49
1603,85746.8
1604,272215.47
1605,241601.84
1606,157779.48
1607,179077.88
1608,208456.16
1609,195420.94
1610,157733.62
1611,140615.17
1612,158593.28
1613,150787.03
1614,117685.87
1615,87142.77
1616,75301.93
1617,91589.914
1618,126003.92
1619,133357.84
1620,149403.16
1621,135108.94
1622,143250.0
1623,302131.56
1624,221445.31
1625,123303.805
1626,173421.4
1627,187979.17
1628,274812.56
1629,181699.55
1630,454994.9
1631,237915.0
1632,244878.31
1633,168499.16
1634,184691.3
1635,179073.98
1636,154341.84
1637,163839.25
1638,216770.2
1639,184419.08
1640,267208.12
1641,182790.84
1642,219624.72
1643,225588.9
1644,228121.81
1645,194243.36
1646,153507.44
1647,159853.77
1648,139866.0
1649,137239.77
1650,116859.18
1651,122465.92
1652,97016.09
1653,98606.03
1654,150392.6
1655,150837.4
1656,152784.64
1657,151902.45
1658,151162.05
1659,142924.77
1660,150631.78
1661,467888.22
1662,438769.2
1663,381248.28
1664,547541.75
1665,336883.72
1666,350768.97
1667,369395.06
1668,336158.34
1669,311160.16
1670,353061.47
1671,280142.97
1672,477817.53
1673,297145.25
1674,246397.9
1675,186573.03
1676,188140.1
1677,212456.72
1678,477079.8
1679,421177.72
1680,327362.75
1681,261038.73
1682,298806.84
1683,179963.25
1684,171562.6
1685,171050.73
1686,165426.27
1687,167050.1
1688,186409.0
1689,183954.58
1690,178784.56
1691,175998.72
1692,264872.12
1693,172330.64
1694,180316.45
1695,169421.95
1696,268857.8
1697,174895.22
1698,406307.28
1699,320067.56
1700,245382.7
1701,253972.77
1702,264683.47
1703,259920.03
1704,304611.94
1705,238520.56
1706,540664.0
1707,224660.42
1708,209653.97
1709,286046.44
1710,231894.5
1711,264592.97
