Id,SalePrice
1461,129547.82333333332
1462,157590.83333333337
1463,179302.69833333333
1464,180440.55666666664
1465,198850.82999999996
1466,184828.88166666668
1467,174115.65333333332
1468,176853.16
1469,178438.28666666665
1470,124140.47499999998
1471,199274.74333333332
1472,90558.99999999999
1473,92504.16666666666
1474,149279.67666666664
1475,128042.80333333332
1476,411228.6499999999
1477,256549.4433333334
1478,309005.805
1479,204748.8916666667
1480,450313.8283333333
1481,307833.5433333334
1482,203098.3383333333
1483,176547.86166666663
1484,172863.72
1485,174667.2933333334
1486,208245.09833333336
1487,344517.37666666665
1488,251213.3366666666
1489,211095.42666666667
1490,199622.93333333332
1491,190944.7366666667
1492,97173.60833333332
1493,176957.44666666668
1494,292383.4283333332
1495,301066.8183333333
1496,232243.7199999999
1497,189887.42166666663
1498,151674.4816666667
1499,151835.37500000003
1500,154464.9366666667
1501,173755.33333333337
1502,160083.35
1503,288173.8866666666
1504,228797.54666666663
1505,216575.08999999997
1506,191723.32166666668
1507,217981.92
1508,197449.5
1509,168518.75
1510,162743.30166666664
1511,161040.03666666662
1512,173581.16666666672
1513,156009.65666666665
1514,171836.88333333333
1515,173056.255
1516,161730.9383333333
1517,152486.16500000007
1518,137769.7316666667
1519,223050.0033333333
1520,140426.95833333337
1521,148291.9166666666
1522,164891.1066666666
1523,117381.89333333336
1524,124974.30166666664
1525,132917.16666666666
1526,133435.91666666666
1527,101150.27666666667
1528,129671.17999999998
1529,141536.95000000004
1530,169098.27333333332
1531,116777.12999999996
1532,106674.3333333333
1533,140748.83666666667
1534,116786.91
1535,150680.62333333335
1536,117130.28666666668
1537,83381.38
1538,170070.86666666673
1539,226729.07499999995
1540,114424.2383333333
1541,153043.4266666666
1542,146846.57333333333
1543,211140.23000000004
1544,78515.95999999999
1545,104273.16666666669
1546,122902.43
1547,135976.85000000003
1548,138454.9133333333
1549,120345.54999999999
1550,144619.83666666667
1551,117386.13333333332
1552,124959.62166666667
1553,140792.1966666667
1554,114046.96666666666
1555,174867.27
1556,102699.88333333335
1557,123903.77666666667
1558,87713.55333333334
1559,109934.65333333334
1560,148678.41833333333
1561,151175.27166666664
1562,124465.60666666666
1563,110318.695
1564,164569.6366666667
1565,147667.81333333335
1566,226630.40333333332
1567,78339.17833333334
1568,225320.1733333333
1569,144180.1166666666
1570,130589.70833333334
1571,128268.73
1572,148220.31500000006
1573,239522.2166666667
1574,121342.59666666662
1575,203609.12333333335
1576,227007.575
1577,203465.33666666667
1578,148127.99
1579,147531.28333333333
1580,194141.315
1581,139599.1666666667
1582,126899.16666666666
1583,326892.22333333327
1584,227723.58000000005
1585,137573.16666666666
1586,72936.29333333333
1587,105745.76333333337
1588,151512.6016666667
1589,105544.71333333333
1590,124942.8666666667
1591,106027.24999999996
1592,121072.4333333333
1593,116109.15000000002
1594,136962.79166666663
1595,120022.30999999998
1596,224162.0233333333
1597,173598.36333333328
1598,189539.20666666667
1599,189877.53500000003
1600,188203.5033333333
1601,80048.60833333334
1602,112569.70333333331
1603,100832.63833333332
1604,272186.0950000001
1605,255716.35166666668
1606,165912.1166666666
1607,186439.82166666666
1608,214280.02333333335
1609,199127.59666666665
1610,168387.45333333337
1611,149824.575
1612,173537.49
1613,167404.5633333333
1614,123382.61499999998
1615,82421.58333333334
1616,78411.33333333334
1617,86008.66666666666
1618,127537.77666666663
1619,135862.99999999997
1620,169185.44499999995
1621,148522.9733333334
1622,141466.20666666667
1623,300379.22666666674
1624,213891.69333333327
1625,126353.64666666668
1626,170510.80666666664
1627,186999.1066666666
1628,278523.325
1629,179487.53333333335
1630,343368.78833333333
1631,224029.6766666666
1632,255827.21999999997
1633,169597.40333333335
1634,181400.05333333334
1635,180917.47666666668
1636,161132.06833333333
1637,177026.91666666674
1638,203529.46666666667
1639,183673.83333333337
1640,260326.6033333334
1641,181625.8333333333
1642,223598.64666666667
1643,229886.16
1644,224869.8916666667
1645,190532.74666666664
1646,157199.66666666666
1647,159280.76666666666
1648,145619.64333333334
1649,137929.16666666666
1650,115316.77499999997
1651,122595.09333333331
1652,92322.49999999999
1653,101031.66666666664
1654,156726.69166666665
1655,154030.07333333328
1656,148531.62999999992
1657,155951.17666666667
1658,147922.45833333326
1659,138918.99999999997
1660,154327.1166666667
1661,450234.005
1662,408864.5250000001
1663,386587.57833333337
1664,460845.0066666664
