Id,SalePrice
1461,125311.6
1462,161134.22
1463,146202.0
1464,182240.5
1465,227337.74
1466,178895.0
1467,162414.0
1468,175440.95
1469,185898.96
1470,113825.77
1471,203181.97666666665
1472,95713.78412698414
1473,93255.86
1474,148524.5
1475,139200.5
1476,375228.72
1477,255047.23
1478,323054.86
1479,292354.8
1480,473412.19
1481,346650.17
1482,209027.96
1483,166642.7
1484,169803.61
1485,161986.95
1486,211716.0
1487,383862.29
1488,259403.81
1489,194877.96
1490,169783.5
1491,186834.3333333333
1492,110705.83
1493,182560.5
1494,306507.9
1495,294417.16
1496,214175.7
1497,205121.0
1498,151668.31666666668
1499,151668.31666666668
1500,144716.62433333334
1501,170279.0
1502,146598.28333333333
1503,282486.71
1504,234088.31
1505,217217.18
1506,212187.87
1507,193548.72
1508,186931.0
1509,169171.0
1510,137081.11
1511,154719.74
1512,165040.13
1513,173184.5
1514,140061.6666666667
1515,149028.76
1516,164661.0
1517,141352.8
1518,159177.55
1519,210293.38
1520,133416.75
1521,148617.5
1522,188101.8
1523,112241.33333333334
1524,122806.16666666666
1525,129249.66666666666
1526,127631.0
1527,105459.82666666668
1528,121108.37333333334
1529,157137.37
1530,157610.1666666667
1531,130607.16666666666
1532,100803.5
1533,158709.87
1534,119598.45333333334
1535,133842.0
1536,129598.6
1537,82636.95
1538,186488.5
1539,240306.13
1540,147134.09
1541,177184.0
1542,131677.08
1543,238762.35
1544,85417.0
1545,103535.96666666666
1546,133042.7784848485
1547,119159.34
1548,136762.16
1549,107767.1805
1550,149446.68
1551,140428.6
1552,130242.4
1553,145594.34
1554,116283.86
1555,166818.0
1556,110405.08
1557,137266.25
1558,101410.59666666668
1559,128633.62
1560,144658.06666666665
1561,146543.33333333334
1562,119109.25683427684
1563,124555.5
1564,158922.67
1565,155820.84
1566,202602.04
1567,98421.33333333334
1568,211423.0
1569,114756.89
1570,127257.46969696968
1571,120410.91666666669
1572,148944.09
1573,214174.88
1574,154485.37
1575,193719.2
1576,191420.0
1577,192974.0
1578,160058.3
1579,140625.2
1580,187430.0
1581,120612.0
1582,127440.0
1583,371139.76
1584,234799.0
1585,142814.96011431378
1586,67934.21
1587,102570.79
1588,145251.59
1589,108373.31
1590,131261.25
1591,110983.0
1592,131778.93
1593,132759.78098566466
1594,123868.32
1595,137507.82
1596,253169.39
1597,161327.15
1598,159558.36666666667
1599,211638.12
1600,200831.36
1601,58789.02666666666
1602,125552.7675
1603,112147.66
1604,248161.47
1605,264910.48
1606,169069.0
1607,213968.14
1608,203189.84
1609,176814.3
1610,147921.57
1611,154446.58
1612,191746.5
1613,164073.37
1614,122037.5
1615,74925.06944444445
1616,74925.06944444445
1617,81691.79166666669
1618,123020.23
1619,119865.72724386725
1620,167421.09
1621,125055.55916666666
1622,141191.44
1623,318881.15
1624,189910.5
1625,127544.94144300144
1626,176806.5
1627,184096.5
1628,258622.76
1629,164903.3
1630,302435.91
1631,251734.8
1632,244292.0
1633,161399.71666666667
1634,177521.0
1635,175119.85
1636,160743.0
1637,147225.0
1638,210478.25
1639,170738.0
1640,263254.84
1641,178462.0
1642,217819.32
1643,244653.25
1644,227475.13
1645,167758.65
1646,151879.0
1647,177034.0
1648,148578.0
1649,130479.0
1650,104398.125
1651,104398.125
1652,95713.78412698414
1653,98251.27285714287
1654,160576.0
1655,163648.03333333333
1656,148524.5
1657,160576.0
1658,148524.5
1659,139785.0
1660,139354.06
1661,443201.37
1662,374927.84
1663,387092.57
1664,480826.89
1665,358913.08
1666,259315.76
1667,340788.8
1668,368613.58
1669,288403.7
1670,360668.43
1671,265674.54
1672,517733.82
1673,299740.69
1674,260625.24
1675,168761.0
1676,189698.32
1677,200252.41666666663
1678,460246.95
1679,361006.05
1680,318073.1
1681,265796.7
1682,291938.0
1683,174349.6375
1684,173157.0
1685,176131.4
1686,175692.07
1687,161986.95
1688,194768.75
1689,193489.5833333333
1690,182947.43
1691,160895.5
1692,252651.98
1693,161986.95
1694,179096.0
